csvid,text,label,cleaned_text,text_length,cleaned_word_count,tokens,filtered_text,stopwords_removed,filtered_word_count,tokens_str
902,I feel like I have a good support system in my friends and family,Normal,i feel like i have a good support system in my friends and family,65,14,"['feel', 'like', 'good', 'support', 'system', 'friends', 'family']",feel like good support system friends family,7,7,feel like good support system friends family
903,I feel like my brain is on fire with ideas and energy,Bipolar,i feel like my brain is on fire with ideas and energy,53,12,"['feel', 'like', 'brain', 'fire', 'ideas', 'energy']",feel like brain fire ideas energy,6,6,feel like brain fire ideas energy
904,I have a hard time with tasks that require long-term planning,ADHD,i have a hard time with tasks that require longterm planning,60,11,"['hard', 'time', 'tasks', 'require', 'longterm', 'planning']",hard time tasks require longterm planning,5,6,hard time tasks require longterm planning
905,"I feel like I'm stuck in a loop, reliving the same bad memories",PTSD,i feel like im stuck in a loop reliving the same bad memories,61,13,"['feel', 'like', 'im', 'stuck', 'loop', 'reliving', 'bad', 'memories']",feel like im stuck loop reliving bad memories,5,8,feel like im stuck loop reliving bad memories
906,I am preoccupied with thoughts of contamination and cleanliness,OCD,i am preoccupied with thoughts of contamination and cleanliness,63,9,"['preoccupied', 'thoughts', 'contamination', 'cleanliness']",preoccupied thoughts contamination cleanliness,5,4,preoccupied thoughts contamination cleanliness
907,I feel like there's no point in trying anymore because I'll just fail,Depression,i feel like theres no point in trying anymore because ill just fail,67,13,"['feel', 'like', 'theres', 'point', 'trying', 'anymore', 'ill', 'fail']",feel like theres point trying anymore ill fail,5,8,feel like theres point trying anymore ill fail
908,I'm so anxious that I can't eat or sleep properly,Anxiety,im so anxious that i cant eat or sleep properly,47,10,"['im', 'anxious', 'cant', 'eat', 'sleep', 'properly']",im anxious cant eat sleep properly,4,6,im anxious cant eat sleep properly
909,I feel a sense of deep contentment with my life right now,Normal,i feel a sense of deep contentment with my life right now,57,12,"['feel', 'sense', 'deep', 'contentment', 'life', 'right']",feel sense deep contentment life right,6,6,feel sense deep contentment life right
910,I experience intense and unstable relationships due to my mood swings,Bipolar,i experience intense and unstable relationships due to my mood swings,69,11,"['experience', 'intense', 'unstable', 'relationships', 'due', 'mood', 'swings']",experience intense unstable relationships due mood swings,4,7,experience intense unstable relationships due mood swings
911,"I am easily distracted by external stimuli, making it hard to work",ADHD,i am easily distracted by external stimuli making it hard to work,65,12,"['easily', 'distracted', 'external', 'stimuli', 'making', 'hard', 'work']",easily distracted external stimuli making hard work,5,7,easily distracted external stimuli making hard work
912,I have a persistent feeling of being damaged or broken,PTSD,i have a persistent feeling of being damaged or broken,54,10,"['persistent', 'feeling', 'damaged', 'broken']",persistent feeling damaged broken,6,4,persistent feeling damaged broken
913,"I have a fear of losing important items, so I check for them constantly",OCD,i have a fear of losing important items so i check for them constantly,70,14,"['fear', 'losing', 'important', 'items', 'check', 'constantly']",fear losing important items check constantly,8,6,fear losing important items check constantly
914,I feel like I'm in a constant state of grief for the life I thought I'd have,Depression,i feel like im in a constant state of grief for the life i thought id have,74,17,"['feel', 'like', 'im', 'constant', 'state', 'grief', 'life', 'thought', 'id']",feel like im constant state grief life thought id,8,9,feel like im constant state grief life thought id
915,I have a fear of public speaking that has held me back in my career,Anxiety,i have a fear of public speaking that has held me back in my career,67,15,"['fear', 'public', 'speaking', 'held', 'back', 'career']",fear public speaking held back career,9,6,fear public speaking held back career
916,I feel a sense of renewal and am ready to start fresh,Normal,i feel a sense of renewal and am ready to start fresh,53,12,"['feel', 'sense', 'renewal', 'ready', 'start', 'fresh']",feel sense renewal ready start fresh,6,6,feel sense renewal ready start fresh
917,I feel like I'm on an emotional seesaw every single day,Bipolar,i feel like im on an emotional seesaw every single day,54,11,"['feel', 'like', 'im', 'emotional', 'seesaw', 'every', 'single', 'day']",feel like im emotional seesaw every single day,3,8,feel like im emotional seesaw every single day
918,"I struggle with object permanence; if I don't see something, I forget it exists",ADHD,i struggle with object permanence if i dont see something i forget it exists,76,14,"['struggle', 'object', 'permanence', 'dont', 'see', 'something', 'forget', 'exists']",struggle object permanence dont see something forget exists,6,8,struggle object permanence dont see something forget exists
919,I am constantly looking for signs of danger in my environment,PTSD,i am constantly looking for signs of danger in my environment,61,11,"['constantly', 'looking', 'signs', 'danger', 'environment']",constantly looking signs danger environment,6,5,constantly looking signs danger environment
920,I have to repeat certain words or phrases in my head to feel calm,OCD,i have to repeat certain words or phrases in my head to feel calm,65,14,"['repeat', 'certain', 'words', 'phrases', 'head', 'feel', 'calm']",repeat certain words phrases head feel calm,7,7,repeat certain words phrases head feel calm
921,I feel like I'm invisible to the people around me,Depression,i feel like im invisible to the people around me,48,10,"['feel', 'like', 'im', 'invisible', 'people', 'around']",feel like im invisible people around,4,6,feel like im invisible people around
922,"I'm having trouble concentrating because of my racing, anxious thoughts",Anxiety,im having trouble concentrating because of my racing anxious thoughts,69,10,"['im', 'trouble', 'concentrating', 'racing', 'anxious', 'thoughts']",im trouble concentrating racing anxious thoughts,4,6,im trouble concentrating racing anxious thoughts
923,I feel like my life is balanced and I'm managing my responsibilities well,Normal,i feel like my life is balanced and im managing my responsibilities well,72,13,"['feel', 'like', 'life', 'balanced', 'im', 'managing', 'responsibilities', 'well']",feel like life balanced im managing responsibilities well,5,8,feel like life balanced im managing responsibilities well
924,My depressive episodes are characterized by extreme fatigue and apathy,Bipolar,my depressive episodes are characterized by extreme fatigue and apathy,70,10,"['depressive', 'episodes', 'characterized', 'extreme', 'fatigue', 'apathy']",depressive episodes characterized extreme fatigue apathy,4,6,depressive episodes characterized extreme fatigue apathy
925,I have a hard time with impulse control and often say things I regret,ADHD,i have a hard time with impulse control and often say things i regret,69,14,"['hard', 'time', 'impulse', 'control', 'often', 'say', 'things', 'regret']",hard time impulse control often say things regret,6,8,hard time impulse control often say things regret
926,I feel like I can't trust my own mind anymore,PTSD,i feel like i cant trust my own mind anymore,44,10,"['feel', 'like', 'cant', 'trust', 'mind', 'anymore']",feel like cant trust mind anymore,4,6,feel like cant trust mind anymore
927,I have a need to confess every perceived mistake to my loved ones,OCD,i have a need to confess every perceived mistake to my loved ones,65,13,"['need', 'confess', 'every', 'perceived', 'mistake', 'loved', 'ones']",need confess every perceived mistake loved ones,6,7,need confess every perceived mistake loved ones
928,I feel like I'm drowning in my own sadness,Depression,i feel like im drowning in my own sadness,41,9,"['feel', 'like', 'im', 'drowning', 'sadness']",feel like im drowning sadness,4,5,feel like im drowning sadness
929,I have a fear of being in crowds that makes me avoid public events,Anxiety,i have a fear of being in crowds that makes me avoid public events,66,14,"['fear', 'crowds', 'makes', 'avoid', 'public', 'events']",fear crowds makes avoid public events,8,6,fear crowds makes avoid public events
930,I feel like I'm exactly where I need to be in my life,Normal,i feel like im exactly where i need to be in my life,52,13,"['feel', 'like', 'im', 'exactly', 'need', 'life']",feel like im exactly need life,7,6,feel like im exactly need life
931,"My energy levels are unpredictable, making it hard to plan my life",Bipolar,my energy levels are unpredictable making it hard to plan my life,65,12,"['energy', 'levels', 'unpredictable', 'making', 'hard', 'plan', 'life']",energy levels unpredictable making hard plan life,5,7,energy levels unpredictable making hard plan life
932,I am often restless and have to be in constant motion,ADHD,i am often restless and have to be in constant motion,53,11,"['often', 'restless', 'constant', 'motion']",often restless constant motion,7,4,often restless constant motion
933,I feel like I'm living in a constant state of fear,PTSD,i feel like im living in a constant state of fear,49,11,"['feel', 'like', 'im', 'living', 'constant', 'state', 'fear']",feel like im living constant state fear,4,7,feel like im living constant state fear
